Port Name,State,Border,Date,Measure,Value,Season
El Paso,Texas,Mexico,1999-02-01,Cars,1242191,Winter
El Paso,Texas,Mexico,1999-02-01,Trains,49,Winter
El Paso,Texas,Mexico,1999-02-01,Trucks,53901,Winter
Ferry,Washington,Canada,1999-02-01,Buses,0,Winter
Ferry,Washington,Canada,1999-02-01,Cars,0,Winter
Ferry,Washington,Canada,1999-02-01,Trains,0,Winter
Ferry,Washington,Canada,1999-02-01,Trucks,0,Winter
Fort Fairfield,Maine,Canada,1999-02-01,Buses,1,Winter
Fort Fairfield,Maine,Canada,1999-02-01,Cars,13284,Winter
Fort Fairfield,Maine,Canada,1999-02-01,Trains,0,Winter
Fort Fairfield,Maine,Canada,1999-02-01,Trucks,2149,Winter
Fort Kent,Maine,Canada,1999-02-01,Buses,2,Winter
Fort Kent,Maine,Canada,1999-02-01,Cars,27177,Winter
Fort Kent,Maine,Canada,1999-02-01,Trains,0,Winter
Fort Kent,Maine,Canada,1999-02-01,Trucks,1550,Winter
Fortuna,North Dakota,Canada,1999-02-01,Buses,10,Winter
Fortuna,North Dakota,Canada,1999-02-01,Cars,447,Winter
Fortuna,North Dakota,Canada,1999-02-01,Trains,0,Winter
Fortuna,North Dakota,Canada,1999-02-01,Trucks,323,Winter
Frontier,Washington,Canada,1999-02-01,Buses,36,Winter
Frontier,Washington,Canada,1999-02-01,Cars,3529,Winter
Frontier,Washington,Canada,1999-02-01,Trains,23,Winter
Frontier,Washington,Canada,1999-02-01,Trucks,1580,Winter
Grand Portage,Minnesota,Canada,1999-02-01,Buses,108,Winter
Grand Portage,Minnesota,Canada,1999-02-01,Cars,11943,Winter
Grand Portage,Minnesota,Canada,1999-02-01,Trains,0,Winter
Grand Portage,Minnesota,Canada,1999-02-01,Trucks,3212,Winter
Hannah,North Dakota,Canada,1999-02-01,Buses,0,Winter
Hannah,North Dakota,Canada,1999-02-01,Cars,648,Winter
Hannah,North Dakota,Canada,1999-02-01,Trains,0,Winter
Hannah,North Dakota,Canada,1999-02-01,Trucks,16,Winter
Hansboro,North Dakota,Canada,1999-02-01,Buses,2,Winter
Hansboro,North Dakota,Canada,1999-02-01,Cars,896,Winter
Hansboro,North Dakota,Canada,1999-02-01,Trains,0,Winter
Hansboro,North Dakota,Canada,1999-02-01,Trucks,83,Winter
Hidalgo,Texas,Mexico,1999-02-01,Buses,5612,Winter
Hidalgo,Texas,Mexico,1999-02-01,Cars,622244,Winter
Hidalgo,Texas,Mexico,1999-02-01,Trains,0,Winter
Hidalgo,Texas,Mexico,1999-02-01,Trucks,25161,Winter
Highgate Springs,Vermont,Canada,1999-02-01,Buses,266,Winter
Highgate Springs,Vermont,Canada,1999-02-01,Cars,22436,Winter
Highgate Springs,Vermont,Canada,1999-02-01,Trains,26,Winter
Highgate Springs,Vermont,Canada,1999-02-01,Trucks,8705,Winter
Houlton,Maine,Canada,1999-02-01,Buses,19,Winter
Houlton,Maine,Canada,1999-02-01,Cars,21705,Winter
Houlton,Maine,Canada,1999-02-01,Trains,0,Winter
Houlton,Maine,Canada,1999-02-01,Trucks,10194,Winter
International Falls,Minnesota,Canada,1999-02-01,Buses,11,Winter
International Falls,Minnesota,Canada,1999-02-01,Cars,30033,Winter
International Falls,Minnesota,Canada,1999-02-01,Trains,266,Winter
International Falls,Minnesota,Canada,1999-02-01,Trucks,3530,Winter
Jackman,Maine,Canada,1999-02-01,Buses,43,Winter
Jackman,Maine,Canada,1999-02-01,Cars,13080,Winter
Jackman,Maine,Canada,1999-02-01,Trains,67,Winter
Jackman,Maine,Canada,1999-02-01,Trucks,10450,Winter
Kenneth G Ward,Washington,Canada,1999-02-01,Buses,8,Winter
Kenneth G Ward,Washington,Canada,1999-02-01,Cars,37738,Winter
Kenneth G Ward,Washington,Canada,1999-02-01,Trains,0,Winter
Kenneth G Ward,Washington,Canada,1999-02-01,Trucks,3113,Winter
Laredo,Texas,Mexico,1999-02-01,Buses,2120,Winter
Laredo,Texas,Mexico,1999-02-01,Cars,523370,Winter
Laredo,Texas,Mexico,1999-02-01,Trains,187,Winter
Laredo,Texas,Mexico,1999-02-01,Trucks,113785,Winter
Laurier,Washington,Canada,1999-02-01,Buses,20,Winter
Laurier,Washington,Canada,1999-02-01,Cars,2715,Winter
Laurier,Washington,Canada,1999-02-01,Trains,20,Winter
Laurier,Washington,Canada,1999-02-01,Trucks,867,Winter
Limestone,Maine,Canada,1999-02-01,Buses,1,Winter
Limestone,Maine,Canada,1999-02-01,Cars,3575,Winter
Limestone,Maine,Canada,1999-02-01,Trains,0,Winter
Limestone,Maine,Canada,1999-02-01,Trucks,344,Winter
Lukeville,Arizona,Mexico,1999-02-01,Buses,79,Winter
Lukeville,Arizona,Mexico,1999-02-01,Cars,34010,Winter
Lukeville,Arizona,Mexico,1999-02-01,Trains,0,Winter
Lukeville,Arizona,Mexico,1999-02-01,Trucks,362,Winter
Madawaska,Maine,Canada,1999-02-01,Buses,0,Winter
Madawaska,Maine,Canada,1999-02-01,Cars,61684,Winter
Madawaska,Maine,Canada,1999-02-01,Trains,0,Winter
Madawaska,Maine,Canada,1999-02-01,Trucks,2270,Winter
Maida,North Dakota,Canada,1999-02-01,Buses,0,Winter
Maida,North Dakota,Canada,1999-02-01,Cars,833,Winter
Maida,North Dakota,Canada,1999-02-01,Trains,0,Winter
Maida,North Dakota,Canada,1999-02-01,Trucks,65,Winter
Massena,New York,Canada,1999-02-01,Buses,277,Winter
Massena,New York,Canada,1999-02-01,Cars,79261,Winter
Massena,New York,Canada,1999-02-01,Trains,0,Winter
Massena,New York,Canada,1999-02-01,Trucks,4713,Winter
Metaline Falls,Washington,Canada,1999-02-01,Buses,7,Winter
Metaline Falls,Washington,Canada,1999-02-01,Cars,1625,Winter
Metaline Falls,Washington,Canada,1999-02-01,Trains,0,Winter
Metaline Falls,Washington,Canada,1999-02-01,Trucks,332,Winter
Morgan,Montana,Canada,1999-02-01,Buses,0,Winter
Morgan,Montana,Canada,1999-02-01,Cars,275,Winter
Morgan,Montana,Canada,1999-02-01,Trains,0,Winter
Morgan,Montana,Canada,1999-02-01,Trucks,111,Winter
Naco,Arizona,Mexico,1999-02-01,Buses,0,Winter
Naco,Arizona,Mexico,1999-02-01,Cars,22841,Winter
Naco,Arizona,Mexico,1999-02-01,Trains,0,Winter
Naco,Arizona,Mexico,1999-02-01,Trucks,562,Winter
Neche,North Dakota,Canada,1999-02-01,Buses,2,Winter
Neche,North Dakota,Canada,1999-02-01,Cars,2960,Winter
Neche,North Dakota,Canada,1999-02-01,Trains,0,Winter
Neche,North Dakota,Canada,1999-02-01,Trucks,871,Winter
Nighthawk,Washington,Canada,1999-02-01,Buses,0,Winter
Nighthawk,Washington,Canada,1999-02-01,Cars,492,Winter
Nighthawk,Washington,Canada,1999-02-01,Trains,0,Winter
Nighthawk,Washington,Canada,1999-02-01,Trucks,2,Winter
Nogales,Arizona,Mexico,1999-02-01,Buses,194,Winter
Nogales,Arizona,Mexico,1999-02-01,Cars,285806,Winter
Nogales,Arizona,Mexico,1999-02-01,Trains,52,Winter
Nogales,Arizona,Mexico,1999-02-01,Trucks,26420,Winter
Noonan,North Dakota,Canada,1999-02-01,Buses,1,Winter
Noonan,North Dakota,Canada,1999-02-01,Cars,2629,Winter
Noonan,North Dakota,Canada,1999-02-01,Trains,0,Winter
Noonan,North Dakota,Canada,1999-02-01,Trucks,107,Winter
Northgate,North Dakota,Canada,1999-02-01,Buses,0,Winter
Northgate,North Dakota,Canada,1999-02-01,Cars,1137,Winter
Northgate,North Dakota,Canada,1999-02-01,Trains,0,Winter
Northgate,North Dakota,Canada,1999-02-01,Trucks,322,Winter
Norton,Vermont,Canada,1999-02-01,Buses,2,Winter
Norton,Vermont,Canada,1999-02-01,Cars,4938,Winter
Norton,Vermont,Canada,1999-02-01,Trains,52,Winter
Norton,Vermont,Canada,1999-02-01,Trucks,1938,Winter
Noyes,Minnesota,Canada,1999-02-01,Buses,27,Winter
Noyes,Minnesota,Canada,1999-02-01,Cars,2032,Winter
Noyes,Minnesota,Canada,1999-02-01,Trains,100,Winter
Noyes,Minnesota,Canada,1999-02-01,Trucks,761,Winter
Ogdensburg,New York,Canada,1999-02-01,Buses,29,Winter
Ogdensburg,New York,Canada,1999-02-01,Cars,16316,Winter
Ogdensburg,New York,Canada,1999-02-01,Trains,0,Winter
Ogdensburg,New York,Canada,1999-02-01,Trucks,2233,Winter
Opheim,Montana,Canada,1999-02-01,Buses,1,Winter
Opheim,Montana,Canada,1999-02-01,Cars,307,Winter
Opheim,Montana,Canada,1999-02-01,Trains,0,Winter
Opheim,Montana,Canada,1999-02-01,Trucks,28,Winter
Oroville,Washington,Canada,1999-02-01,Buses,60,Winter
Oroville,Washington,Canada,1999-02-01,Cars,15113,Winter
Oroville,Washington,Canada,1999-02-01,Trains,0,Winter
Oroville,Washington,Canada,1999-02-01,Trucks,2664,Winter
Otay Mesa,California,Mexico,1999-02-01,Buses,2859,Winter
Otay Mesa,California,Mexico,1999-02-01,Cars,348421,Winter
Otay Mesa,California,Mexico,1999-02-01,Trains,14,Winter
Otay Mesa,California,Mexico,1999-02-01,Trucks,46635,Winter
Pembina,North Dakota,Canada,1999-02-01,Buses,207,Winter
Pembina,North Dakota,Canada,1999-02-01,Cars,10999,Winter
Pembina,North Dakota,Canada,1999-02-01,Trains,0,Winter
Pembina,North Dakota,Canada,1999-02-01,Trucks,14150,Winter
Piegan,Montana,Canada,1999-02-01,Buses,5,Winter
Piegan,Montana,Canada,1999-02-01,Cars,5068,Winter
Piegan,Montana,Canada,1999-02-01,Trains,0,Winter
Piegan,Montana,Canada,1999-02-01,Trucks,85,Winter
Pinecreek,Minnesota,Canada,1999-02-01,Buses,0,Winter
Pinecreek,Minnesota,Canada,1999-02-01,Cars,390,Winter
Pinecreek,Minnesota,Canada,1999-02-01,Trains,0,Winter
Pinecreek,Minnesota,Canada,1999-02-01,Trucks,17,Winter
Point Roberts,Washington,Canada,1999-02-01,Buses,88,Winter
Point Roberts,Washington,Canada,1999-02-01,Cars,49952,Winter
Point Roberts,Washington,Canada,1999-02-01,Trains,0,Winter
Point Roberts,Washington,Canada,1999-02-01,Trucks,548,Winter
Port Huron,Michigan,Canada,1999-02-01,Buses,138,Winter
Port Huron,Michigan,Canada,1999-02-01,Cars,125546,Winter
Port Huron,Michigan,Canada,1999-02-01,Trains,348,Winter
Port Huron,Michigan,Canada,1999-02-01,Trucks,60894,Winter
Portal,North Dakota,Canada,1999-02-01,Buses,21,Winter
Portal,North Dakota,Canada,1999-02-01,Cars,4116,Winter
Portal,North Dakota,Canada,1999-02-01,Trains,126,Winter
Portal,North Dakota,Canada,1999-02-01,Trucks,4969,Winter
Porthill,Idaho,Canada,1999-02-01,Buses,25,Winter
Porthill,Idaho,Canada,1999-02-01,Cars,7978,Winter
Porthill,Idaho,Canada,1999-02-01,Trains,0,Winter
Porthill,Idaho,Canada,1999-02-01,Trucks,538,Winter
Portland,Maine,Canada,1999-02-01,Buses,0,Winter
Portland,Maine,Canada,1999-02-01,Cars,0,Winter
Portland,Maine,Canada,1999-02-01,Trains,0,Winter
Portland,Maine,Canada,1999-02-01,Trucks,0,Winter
Presidio,Texas,Mexico,1999-02-01,Buses,29,Winter
Presidio,Texas,Mexico,1999-02-01,Cars,54168,Winter
Presidio,Texas,Mexico,1999-02-01,Trains,0,Winter
Presidio,Texas,Mexico,1999-02-01,Trucks,713,Winter
Progreso,Texas,Mexico,1999-02-01,Buses,66,Winter
Progreso,Texas,Mexico,1999-02-01,Cars,99654,Winter
Progreso,Texas,Mexico,1999-02-01,Trains,0,Winter
Progreso,Texas,Mexico,1999-02-01,Trucks,1093,Winter
Raymond,Montana,Canada,1999-02-01,Buses,5,Winter
Raymond,Montana,Canada,1999-02-01,Cars,2546,Winter
Raymond,Montana,Canada,1999-02-01,Trains,0,Winter
Raymond,Montana,Canada,1999-02-01,Trucks,1363,Winter
Richford,Vermont,Canada,1999-02-01,Buses,6,Winter
Richford,Vermont,Canada,1999-02-01,Cars,8310,Winter
Richford,Vermont,Canada,1999-02-01,Trains,24,Winter
Richford,Vermont,Canada,1999-02-01,Trucks,933,Winter
Rio Grande City,Texas,Mexico,1999-02-01,Buses,0,Winter
Rio Grande City,Texas,Mexico,1999-02-01,Cars,58201,Winter
Rio Grande City,Texas,Mexico,1999-02-01,Trains,0,Winter
Rio Grande City,Texas,Mexico,1999-02-01,Trucks,1683,Winter
Roma,Texas,Mexico,1999-02-01,Buses,370,Winter
Roma,Texas,Mexico,1999-02-01,Cars,104888,Winter
Roma,Texas,Mexico,1999-02-01,Trains,0,Winter
Roma,Texas,Mexico,1999-02-01,Trucks,1190,Winter
Roosville,Montana,Canada,1999-02-01,Buses,31,Winter
Roosville,Montana,Canada,1999-02-01,Cars,5219,Winter
Roosville,Montana,Canada,1999-02-01,Trains,0,Winter
Roosville,Montana,Canada,1999-02-01,Trucks,3230,Winter
Roseau,Minnesota,Canada,1999-02-01,Buses,2,Winter
Roseau,Minnesota,Canada,1999-02-01,Cars,2448,Winter
Roseau,Minnesota,Canada,1999-02-01,Trains,0,Winter
Roseau,Minnesota,Canada,1999-02-01,Trucks,709,Winter
San Luis,Arizona,Mexico,1999-02-01,Buses,10,Winter
San Luis,Arizona,Mexico,1999-02-01,Cars,207573,Winter
San Luis,Arizona,Mexico,1999-02-01,Trains,0,Winter
San Luis,Arizona,Mexico,1999-02-01,Trucks,4345,Winter
San Ysidro,California,Mexico,1999-02-01,Buses,7815,Winter
San Ysidro,California,Mexico,1999-02-01,Cars,1126241,Winter
San Ysidro,California,Mexico,1999-02-01,Trains,0,Winter
San Ysidro,California,Mexico,1999-02-01,Trucks,0,Winter
Santa Teresa,New Mexico,Mexico,1999-02-01,Buses,0,Winter
Santa Teresa,New Mexico,Mexico,1999-02-01,Cars,0,Winter
Santa Teresa,New Mexico,Mexico,1999-02-01,Trains,0,Winter
Santa Teresa,New Mexico,Mexico,1999-02-01,Trucks,0,Winter
Sarles,North Dakota,Canada,1999-02-01,Buses,0,Winter
Sarles,North Dakota,Canada,1999-02-01,Cars,334,Winter
Sarles,North Dakota,Canada,1999-02-01,Trains,0,Winter
Sarles,North Dakota,Canada,1999-02-01,Trucks,45,Winter
Sasabe,Arizona,Mexico,1999-02-01,Buses,0,Winter
Sasabe,Arizona,Mexico,1999-02-01,Cars,2885,Winter
Sasabe,Arizona,Mexico,1999-02-01,Trains,0,Winter
Sasabe,Arizona,Mexico,1999-02-01,Trucks,122,Winter
Sault Sainte Marie,Michigan,Canada,1999-02-01,Buses,544,Winter
Sault Sainte Marie,Michigan,Canada,1999-02-01,Cars,93447,Winter
Sault Sainte Marie,Michigan,Canada,1999-02-01,Trains,55,Winter
Sault Sainte Marie,Michigan,Canada,1999-02-01,Trucks,5240,Winter
Scobey,Montana,Canada,1999-02-01,Buses,0,Winter
Scobey,Montana,Canada,1999-02-01,Cars,0,Winter
Scobey,Montana,Canada,1999-02-01,Trains,0,Winter
Scobey,Montana,Canada,1999-02-01,Trucks,0,Winter
Sherwood,North Dakota,Canada,1999-02-01,Buses,0,Winter
Sherwood,North Dakota,Canada,1999-02-01,Cars,1000,Winter
Sherwood,North Dakota,Canada,1999-02-01,Trains,0,Winter
Sherwood,North Dakota,Canada,1999-02-01,Trucks,254,Winter
Skagway,Alaska,Canada,1999-02-01,Buses,3,Winter
Skagway,Alaska,Canada,1999-02-01,Cars,604,Winter
Skagway,Alaska,Canada,1999-02-01,Trains,0,Winter
Skagway,Alaska,Canada,1999-02-01,Trucks,100,Winter
St John,North Dakota,Canada,1999-02-01,Buses,1,Winter
St John,North Dakota,Canada,1999-02-01,Cars,1344,Winter
St John,North Dakota,Canada,1999-02-01,Trains,0,Winter
St John,North Dakota,Canada,1999-02-01,Trucks,70,Winter
Sumas,Washington,Canada,1999-02-01,Buses,102,Winter
Sumas,Washington,Canada,1999-02-01,Cars,51088,Winter
Sumas,Washington,Canada,1999-02-01,Trains,84,Winter
Sumas,Washington,Canada,1999-02-01,Trucks,8484,Winter
Sweetgrass,Montana,Canada,1999-02-01,Buses,63,Winter
Sweetgrass,Montana,Canada,1999-02-01,Cars,14570,Winter
Sweetgrass,Montana,Canada,1999-02-01,Trains,31,Winter
Sweetgrass,Montana,Canada,1999-02-01,Trucks,10177,Winter
Tecate,California,Mexico,1999-02-01,Buses,60,Winter
Tecate,California,Mexico,1999-02-01,Cars,78784,Winter
Tecate,California,Mexico,1999-02-01,Trains,4,Winter
Tecate,California,Mexico,1999-02-01,Trucks,4543,Winter
Tornillo,Texas,Mexico,1999-02-01,Buses,0,Winter
Tornillo,Texas,Mexico,1999-02-01,Cars,55979,Winter
Tornillo,Texas,Mexico,1999-02-01,Trains,0,Winter
Tornillo,Texas,Mexico,1999-02-01,Trucks,21,Winter
Trout River,New York,Canada,1999-02-01,Buses,4,Winter
Trout River,New York,Canada,1999-02-01,Cars,10592,Winter
Trout River,New York,Canada,1999-02-01,Trains,66,Winter
Trout River,New York,Canada,1999-02-01,Trucks,1350,Winter
Turner,Montana,Canada,1999-02-01,Buses,4,Winter
Turner,Montana,Canada,1999-02-01,Cars,428,Winter
Turner,Montana,Canada,1999-02-01,Trains,0,Winter
Turner,Montana,Canada,1999-02-01,Trucks,27,Winter
Van Buren,Maine,Canada,1999-02-01,Buses,1,Winter
Van Buren,Maine,Canada,1999-02-01,Cars,23751,Winter
Van Buren,Maine,Canada,1999-02-01,Trains,22,Winter
Van Buren,Maine,Canada,1999-02-01,Trucks,1956,Winter
Vanceboro,Maine,Canada,1999-02-01,Buses,8,Winter
Vanceboro,Maine,Canada,1999-02-01,Cars,2818,Winter
Vanceboro,Maine,Canada,1999-02-01,Trains,42,Winter
Vanceboro,Maine,Canada,1999-02-01,Trucks,573,Winter
Walhalla,North Dakota,Canada,1999-02-01,Buses,1,Winter
Walhalla,North Dakota,Canada,1999-02-01,Cars,1649,Winter
Walhalla,North Dakota,Canada,1999-02-01,Trains,0,Winter
Walhalla,North Dakota,Canada,1999-02-01,Trucks,535,Winter
Warroad,Minnesota,Canada,1999-02-01,Buses,137,Winter
Warroad,Minnesota,Canada,1999-02-01,Cars,7511,Winter
Warroad,Minnesota,Canada,1999-02-01,Trains,183,Winter
Warroad,Minnesota,Canada,1999-02-01,Trucks,1363,Winter
Westhope,North Dakota,Canada,1999-02-01,Buses,0,Winter
Westhope,North Dakota,Canada,1999-02-01,Cars,503,Winter
Westhope,North Dakota,Canada,1999-02-01,Trains,0,Winter
Westhope,North Dakota,Canada,1999-02-01,Trucks,424,Winter
Whitetail,Montana,Canada,1999-02-01,Buses,0,Winter
Whitetail,Montana,Canada,1999-02-01,Cars,330,Winter
Whitetail,Montana,Canada,1999-02-01,Trains,0,Winter
Whitetail,Montana,Canada,1999-02-01,Trucks,12,Winter
Whitlash,Montana,Canada,1999-02-01,Buses,0,Winter
Whitlash,Montana,Canada,1999-02-01,Cars,0,Winter
Whitlash,Montana,Canada,1999-02-01,Trains,0,Winter
Whitlash,Montana,Canada,1999-02-01,Trucks,0,Winter
Alcan,Alaska,Canada,1999-03-01,Buses,15,Spring
Alcan,Alaska,Canada,1999-03-01,Cars,1986,Spring
Alcan,Alaska,Canada,1999-03-01,Trains,0,Spring
Alcan,Alaska,Canada,1999-03-01,Trucks,497,Spring
Alexandria Bay,New York,Canada,1999-03-01,Buses,98,Spring
Alexandria Bay,New York,Canada,1999-03-01,Cars,37241,Spring
Alexandria Bay,New York,Canada,1999-03-01,Trains,0,Spring
Alexandria Bay,New York,Canada,1999-03-01,Trucks,22012,Spring
Ambrose,North Dakota,Canada,1999-03-01,Buses,0,Spring
Ambrose,North Dakota,Canada,1999-03-01,Cars,564,Spring
Ambrose,North Dakota,Canada,1999-03-01,Trains,0,Spring
Ambrose,North Dakota,Canada,1999-03-01,Trucks,7,Spring
Andrade,California,Mexico,1999-03-01,Buses,21,Spring
Andrade,California,Mexico,1999-03-01,Cars,62851,Spring
Andrade,California,Mexico,1999-03-01,Trains,0,Spring
Andrade,California,Mexico,1999-03-01,Trucks,232,Spring
Antler,North Dakota,Canada,1999-03-01,Buses,0,Spring
Antler,North Dakota,Canada,1999-03-01,Cars,762,Spring
Antler,North Dakota,Canada,1999-03-01,Trains,0,Spring
Antler,North Dakota,Canada,1999-03-01,Trucks,30,Spring
Baudette,Minnesota,Canada,1999-03-01,Buses,58,Spring
Baudette,Minnesota,Canada,1999-03-01,Cars,14248,Spring
Baudette,Minnesota,Canada,1999-03-01,Trains,183,Spring
Baudette,Minnesota,Canada,1999-03-01,Trucks,519,Spring
Beecher Falls,Vermont,Canada,1999-03-01,Buses,4,Spring
Beecher Falls,Vermont,Canada,1999-03-01,Cars,7317,Spring
Beecher Falls,Vermont,Canada,1999-03-01,Trains,0,Spring
Beecher Falls,Vermont,Canada,1999-03-01,Trucks,2484,Spring
Blaine,Washington,Canada,1999-03-01,Buses,1217,Spring
Blaine,Washington,Canada,1999-03-01,Cars,267954,Spring
Blaine,Washington,Canada,1999-03-01,Trains,95,Spring
Blaine,Washington,Canada,1999-03-01,Trucks,39675,Spring
Boundary,Washington,Canada,1999-03-01,Buses,0,Spring
Boundary,Washington,Canada,1999-03-01,Cars,2968,Spring
Boundary,Washington,Canada,1999-03-01,Trains,0,Spring
Boundary,Washington,Canada,1999-03-01,Trucks,0,Spring
Bridgewater,Maine,Canada,1999-03-01,Buses,1,Spring
Bridgewater,Maine,Canada,1999-03-01,Cars,6211,Spring
Bridgewater,Maine,Canada,1999-03-01,Trains,0,Spring
Bridgewater,Maine,Canada,1999-03-01,Trucks,1021,Spring
Brownsville,Texas,Mexico,1999-03-01,Buses,978,Spring
Brownsville,Texas,Mexico,1999-03-01,Cars,611989,Spring
Brownsville,Texas,Mexico,1999-03-01,Trains,50,Spring
Brownsville,Texas,Mexico,1999-03-01,Trucks,28238,Spring
Buffalo Niagara Falls,New York,Canada,1999-03-01,Buses,3026,Spring
Buffalo Niagara Falls,New York,Canada,1999-03-01,Cars,503557,Spring
Buffalo Niagara Falls,New York,Canada,1999-03-01,Trains,397,Spring
Buffalo Niagara Falls,New York,Canada,1999-03-01,Trucks,106692,Spring
Calais,Maine,Canada,1999-03-01,Buses,22,Spring
Calais,Maine,Canada,1999-03-01,Cars,102901,Spring
Calais,Maine,Canada,1999-03-01,Trains,19,Spring
Calais,Maine,Canada,1999-03-01,Trucks,10143,Spring
Calexico,California,Mexico,1999-03-01,Buses,47,Spring
Calexico,California,Mexico,1999-03-01,Cars,620405,Spring
Calexico,California,Mexico,1999-03-01,Trains,0,Spring
Calexico,California,Mexico,1999-03-01,Trucks,0,Spring
Calexico East,California,Mexico,1999-03-01,Buses,77,Spring
Calexico East,California,Mexico,1999-03-01,Cars,141143,Spring
Calexico East,California,Mexico,1999-03-01,Trains,23,Spring
Calexico East,California,Mexico,1999-03-01,Trucks,23662,Spring
Carbury,North Dakota,Canada,1999-03-01,Buses,0,Spring
Carbury,North Dakota,Canada,1999-03-01,Cars,1003,Spring
Carbury,North Dakota,Canada,1999-03-01,Trains,0,Spring
Carbury,North Dakota,Canada,1999-03-01,Trucks,110,Spring
Champlain Rouses Point,New York,Canada,1999-03-01,Buses,558,Spring
Champlain Rouses Point,New York,Canada,1999-03-01,Cars,54712,Spring
Champlain Rouses Point,New York,Canada,1999-03-01,Trains,151,Spring
Champlain Rouses Point,New York,Canada,1999-03-01,Trucks,33097,Spring
Columbus,New Mexico,Mexico,1999-03-01,Buses,0,Spring
Columbus,New Mexico,Mexico,1999-03-01,Cars,31078,Spring
Columbus,New Mexico,Mexico,1999-03-01,Trains,0,Spring
Columbus,New Mexico,Mexico,1999-03-01,Trucks,202,Spring
Dalton Cache,Alaska,Canada,1999-03-01,Buses,19,Spring
Dalton Cache,Alaska,Canada,1999-03-01,Cars,681,Spring
Dalton Cache,Alaska,Canada,1999-03-01,Trains,0,Spring
Dalton Cache,Alaska,Canada,1999-03-01,Trucks,92,Spring
Danville,Washington,Canada,1999-03-01,Buses,0,Spring
Danville,Washington,Canada,1999-03-01,Cars,0,Spring
Danville,Washington,Canada,1999-03-01,Trains,0,Spring
Danville,Washington,Canada,1999-03-01,Trucks,0,Spring
Del Bonita,Montana,Canada,1999-03-01,Buses,0,Spring
Del Bonita,Montana,Canada,1999-03-01,Cars,1871,Spring
Del Bonita,Montana,Canada,1999-03-01,Trains,0,Spring
Del Bonita,Montana,Canada,1999-03-01,Trucks,39,Spring
Del Rio,Texas,Mexico,1999-03-01,Buses,598,Spring
Del Rio,Texas,Mexico,1999-03-01,Cars,178313,Spring
Del Rio,Texas,Mexico,1999-03-01,Trains,0,Spring
Del Rio,Texas,Mexico,1999-03-01,Trucks,5128,Spring
Derby Line,Vermont,Canada,1999-03-01,Buses,116,Spring
Derby Line,Vermont,Canada,1999-03-01,Cars,44275,Spring
Derby Line,Vermont,Canada,1999-03-01,Trains,0,Spring
Derby Line,Vermont,Canada,1999-03-01,Trucks,10362,Spring
Detroit,Michigan,Canada,1999-03-01,Buses,2915,Spring
Detroit,Michigan,Canada,1999-03-01,Cars,720340,Spring
Detroit,Michigan,Canada,1999-03-01,Trains,360,Spring
Detroit,Michigan,Canada,1999-03-01,Trucks,159265,Spring
Douglas,Arizona,Mexico,1999-03-01,Buses,310,Spring
Douglas,Arizona,Mexico,1999-03-01,Cars,184758,Spring
Douglas,Arizona,Mexico,1999-03-01,Trains,0,Spring
Douglas,Arizona,Mexico,1999-03-01,Trucks,2965,Spring
Dunseith,North Dakota,Canada,1999-03-01,Buses,13,Spring
Dunseith,North Dakota,Canada,1999-03-01,Cars,3498,Spring
Dunseith,North Dakota,Canada,1999-03-01,Trains,0,Spring
Dunseith,North Dakota,Canada,1999-03-01,Trucks,1955,Spring
Eagle Pass,Texas,Mexico,1999-03-01,Buses,348,Spring
Eagle Pass,Texas,Mexico,1999-03-01,Cars,251465,Spring
Eagle Pass,Texas,Mexico,1999-03-01,Trains,119,Spring
Eagle Pass,Texas,Mexico,1999-03-01,Trucks,9384,Spring
Eastport,Idaho,Canada,1999-03-01,Buses,25,Spring
Eastport,Idaho,Canada,1999-03-01,Cars,5228,Spring
Eastport,Idaho,Canada,1999-03-01,Trains,63,Spring
Eastport,Idaho,Canada,1999-03-01,Trucks,4828,Spring
El Paso,Texas,Mexico,1999-03-01,Buses,634,Spring
El Paso,Texas,Mexico,1999-03-01,Cars,1413641,Spring
El Paso,Texas,Mexico,1999-03-01,Trains,54,Spring
El Paso,Texas,Mexico,1999-03-01,Trucks,59939,Spring
Ferry,Washington,Canada,1999-03-01,Buses,9,Spring
Ferry,Washington,Canada,1999-03-01,Cars,1094,Spring
Ferry,Washington,Canada,1999-03-01,Trains,0,Spring
Ferry,Washington,Canada,1999-03-01,Trucks,196,Spring
Fort Fairfield,Maine,Canada,1999-03-01,Buses,0,Spring
Fort Fairfield,Maine,Canada,1999-03-01,Cars,14780,Spring
Fort Fairfield,Maine,Canada,1999-03-01,Trains,0,Spring
Fort Fairfield,Maine,Canada,1999-03-01,Trucks,2043,Spring
Fort Kent,Maine,Canada,1999-03-01,Buses,1,Spring
Fort Kent,Maine,Canada,1999-03-01,Cars,29316,Spring
Fort Kent,Maine,Canada,1999-03-01,Trains,0,Spring
Fort Kent,Maine,Canada,1999-03-01,Trucks,1191,Spring
Fortuna,North Dakota,Canada,1999-03-01,Buses,15,Spring
Fortuna,North Dakota,Canada,1999-03-01,Cars,498,Spring
Fortuna,North Dakota,Canada,1999-03-01,Trains,0,Spring
Fortuna,North Dakota,Canada,1999-03-01,Trucks,21,Spring
Frontier,Washington,Canada,1999-03-01,Buses,28,Spring
Frontier,Washington,Canada,1999-03-01,Cars,3649,Spring
