Date,Port Name,State,Port Code,Border,Measure,Value,Year,Month,Month_Name,Quarter,Region
2001-09-01,Frontier,Washington,3020,Canada,Personal Transportation,9359,2001,9,September,3,Pacific Northwest
2001-09-01,Frontier,Washington,3020,Canada,Public Transportation,287,2001,9,September,3,Pacific Northwest
2001-09-01,Frontier,Washington,3020,Canada,Rail Transportation,323,2001,9,September,3,Pacific Northwest
2001-09-01,Grand Portage,Minnesota,3613,Canada,Commercial Transportation,6702,2001,9,September,3,Great Lakes
2001-09-01,Grand Portage,Minnesota,3613,Canada,Personal Transportation,68301,2001,9,September,3,Great Lakes
2001-09-01,Grand Portage,Minnesota,3613,Canada,Public Transportation,2637,2001,9,September,3,Great Lakes
2001-09-01,Hannah,North Dakota,3408,Canada,Commercial Transportation,18,2001,9,September,3,Northern Plains
2001-09-01,Hannah,North Dakota,3408,Canada,Personal Transportation,1687,2001,9,September,3,Northern Plains
2001-09-01,Hansboro,North Dakota,3415,Canada,Commercial Transportation,194,2001,9,September,3,Northern Plains
2001-09-01,Hansboro,North Dakota,3415,Canada,Personal Transportation,2931,2001,9,September,3,Northern Plains
2001-09-01,Hansboro,North Dakota,3415,Canada,Public Transportation,90,2001,9,September,3,Northern Plains
2001-09-01,Hidalgo,Texas,2305,Mexico,Commercial Transportation,55421,2001,9,September,3,South
2001-09-01,Hidalgo,Texas,2305,Mexico,Personal Transportation,1954842,2001,9,September,3,South
2001-09-01,Hidalgo,Texas,2305,Mexico,Public Transportation,57921,2001,9,September,3,South
2001-09-01,Highgate Springs,Vermont,212,Canada,Commercial Transportation,21093,2001,9,September,3,Northeast
2001-09-01,Highgate Springs,Vermont,212,Canada,Personal Transportation,131784,2001,9,September,3,Northeast
2001-09-01,Highgate Springs,Vermont,212,Canada,Public Transportation,7315,2001,9,September,3,Northeast
2001-09-01,Highgate Springs,Vermont,212,Canada,Rail Transportation,1771,2001,9,September,3,Northeast
2001-09-01,Houlton,Maine,106,Canada,Commercial Transportation,20150,2001,9,September,3,Northeast
2001-09-01,Houlton,Maine,106,Canada,Personal Transportation,103362,2001,9,September,3,Northeast
2001-09-01,Houlton,Maine,106,Canada,Public Transportation,1128,2001,9,September,3,Northeast
2001-09-01,International Falls,Minnesota,3604,Canada,Commercial Transportation,5695,2001,9,September,3,Great Lakes
2001-09-01,International Falls,Minnesota,3604,Canada,Personal Transportation,122212,2001,9,September,3,Great Lakes
2001-09-01,International Falls,Minnesota,3604,Canada,Public Transportation,1081,2001,9,September,3,Great Lakes
2001-09-01,International Falls,Minnesota,3604,Canada,Rail Transportation,20622,2001,9,September,3,Great Lakes
2001-09-01,Jackman,Maine,104,Canada,Commercial Transportation,22531,2001,9,September,3,Northeast
2001-09-01,Jackman,Maine,104,Canada,Personal Transportation,171371,2001,9,September,3,Northeast
2001-09-01,Jackman,Maine,104,Canada,Public Transportation,2011,2001,9,September,3,Northeast
2001-09-01,Jackman,Maine,104,Canada,Rail Transportation,2429,2001,9,September,3,Northeast
2001-09-01,Kenneth G Ward,Washington,3023,Canada,Commercial Transportation,7953,2001,9,September,3,Pacific Northwest
2001-09-01,Kenneth G Ward,Washington,3023,Canada,Personal Transportation,126358,2001,9,September,3,Pacific Northwest
2001-09-01,Kenneth G Ward,Washington,3023,Canada,Public Transportation,796,2001,9,September,3,Pacific Northwest
2001-09-01,Laredo,Texas,2304,Mexico,Commercial Transportation,227323,2001,9,September,3,South
2001-09-01,Laredo,Texas,2304,Mexico,Personal Transportation,1938876,2001,9,September,3,South
2001-09-01,Laredo,Texas,2304,Mexico,Public Transportation,53212,2001,9,September,3,South
2001-09-01,Laredo,Texas,2304,Mexico,Rail Transportation,23541,2001,9,September,3,South
2001-09-01,Laurier,Washington,3016,Canada,Commercial Transportation,1818,2001,9,September,3,Pacific Northwest
2001-09-01,Laurier,Washington,3016,Canada,Personal Transportation,14510,2001,9,September,3,Pacific Northwest
2001-09-01,Laurier,Washington,3016,Canada,Public Transportation,435,2001,9,September,3,Pacific Northwest
2001-09-01,Laurier,Washington,3016,Canada,Rail Transportation,541,2001,9,September,3,Pacific Northwest
2001-09-01,Limestone,Maine,118,Canada,Commercial Transportation,1152,2001,9,September,3,Northeast
2001-09-01,Limestone,Maine,118,Canada,Personal Transportation,14638,2001,9,September,3,Northeast
2001-09-01,Lukeville,Arizona,2602,Mexico,Commercial Transportation,398,2001,9,September,3,Southwest
2001-09-01,Lukeville,Arizona,2602,Mexico,Personal Transportation,128479,2001,9,September,3,Southwest
2001-09-01,Lukeville,Arizona,2602,Mexico,Public Transportation,1200,2001,9,September,3,Southwest
2001-09-01,Madawaska,Maine,109,Canada,Commercial Transportation,4720,2001,9,September,3,Northeast
2001-09-01,Madawaska,Maine,109,Canada,Personal Transportation,127500,2001,9,September,3,Northeast
2001-09-01,Madawaska,Maine,109,Canada,Public Transportation,126,2001,9,September,3,Northeast
2001-09-01,Maida,North Dakota,3416,Canada,Commercial Transportation,321,2001,9,September,3,Northern Plains
2001-09-01,Maida,North Dakota,3416,Canada,Personal Transportation,4715,2001,9,September,3,Northern Plains
2001-09-01,Maida,North Dakota,3416,Canada,Public Transportation,80,2001,9,September,3,Northern Plains
2001-09-01,Massena,New York,704,Canada,Commercial Transportation,11636,2001,9,September,3,Northeast
2001-09-01,Massena,New York,704,Canada,Personal Transportation,248690,2001,9,September,3,Northeast
2001-09-01,Massena,New York,704,Canada,Public Transportation,6074,2001,9,September,3,Northeast
2001-09-01,Metaline Falls,Washington,3025,Canada,Commercial Transportation,683,2001,9,September,3,Pacific Northwest
2001-09-01,Metaline Falls,Washington,3025,Canada,Personal Transportation,10692,2001,9,September,3,Pacific Northwest
2001-09-01,Metaline Falls,Washington,3025,Canada,Public Transportation,80,2001,9,September,3,Pacific Northwest
2001-09-01,Morgan,Montana,3319,Canada,Commercial Transportation,676,2001,9,September,3,Northern Plains
2001-09-01,Morgan,Montana,3319,Canada,Personal Transportation,1441,2001,9,September,3,Northern Plains
2001-09-01,Naco,Arizona,2603,Mexico,Commercial Transportation,1342,2001,9,September,3,Southwest
2001-09-01,Naco,Arizona,2603,Mexico,Personal Transportation,94957,2001,9,September,3,Southwest
2001-09-01,Neche,North Dakota,3404,Canada,Commercial Transportation,2719,2001,9,September,3,Northern Plains
2001-09-01,Neche,North Dakota,3404,Canada,Personal Transportation,10137,2001,9,September,3,Northern Plains
2001-09-01,Nighthawk,Washington,3011,Canada,Commercial Transportation,2,2001,9,September,3,Pacific Northwest
2001-09-01,Nighthawk,Washington,3011,Canada,Personal Transportation,2026,2001,9,September,3,Pacific Northwest
2001-09-01,Nogales,Arizona,2604,Mexico,Commercial Transportation,24502,2001,9,September,3,Southwest
2001-09-01,Nogales,Arizona,2604,Mexico,Personal Transportation,1370924,2001,9,September,3,Southwest
2001-09-01,Nogales,Arizona,2604,Mexico,Public Transportation,8196,2001,9,September,3,Southwest
2001-09-01,Nogales,Arizona,2604,Mexico,Rail Transportation,4699,2001,9,September,3,Southwest
2001-09-01,Noonan,North Dakota,3420,Canada,Commercial Transportation,222,2001,9,September,3,Northern Plains
2001-09-01,Noonan,North Dakota,3420,Canada,Personal Transportation,7211,2001,9,September,3,Northern Plains
2001-09-01,Northgate,North Dakota,3406,Canada,Commercial Transportation,878,2001,9,September,3,Northern Plains
2001-09-01,Northgate,North Dakota,3406,Canada,Personal Transportation,4560,2001,9,September,3,Northern Plains
2001-09-01,Norton,Vermont,211,Canada,Commercial Transportation,4135,2001,9,September,3,Northeast
2001-09-01,Norton,Vermont,211,Canada,Personal Transportation,22651,2001,9,September,3,Northeast
2001-09-01,Norton,Vermont,211,Canada,Public Transportation,77,2001,9,September,3,Northeast
2001-09-01,Norton,Vermont,211,Canada,Rail Transportation,2295,2001,9,September,3,Northeast
2001-09-01,Noyes,Minnesota,3402,Canada,Commercial Transportation,2416,2001,9,September,3,Great Lakes
2001-09-01,Noyes,Minnesota,3402,Canada,Personal Transportation,18853,2001,9,September,3,Great Lakes
2001-09-01,Noyes,Minnesota,3402,Canada,Public Transportation,1479,2001,9,September,3,Great Lakes
2001-09-01,Noyes,Minnesota,3402,Canada,Rail Transportation,7416,2001,9,September,3,Great Lakes
2001-09-01,Ogdensburg,New York,701,Canada,Commercial Transportation,7478,2001,9,September,3,Northeast
2001-09-01,Ogdensburg,New York,701,Canada,Personal Transportation,72025,2001,9,September,3,Northeast
2001-09-01,Ogdensburg,New York,701,Canada,Public Transportation,1614,2001,9,September,3,Northeast
2001-09-01,Opheim,Montana,3317,Canada,Commercial Transportation,416,2001,9,September,3,Northern Plains
2001-09-01,Opheim,Montana,3317,Canada,Personal Transportation,1395,2001,9,September,3,Northern Plains
2001-09-01,Opheim,Montana,3317,Canada,Public Transportation,23,2001,9,September,3,Northern Plains
2001-09-01,Oroville,Washington,3019,Canada,Commercial Transportation,5096,2001,9,September,3,Pacific Northwest
2001-09-01,Oroville,Washington,3019,Canada,Personal Transportation,68642,2001,9,September,3,Pacific Northwest
2001-09-01,Oroville,Washington,3019,Canada,Public Transportation,2202,2001,9,September,3,Pacific Northwest
2001-09-01,Otay Mesa,California,2506,Mexico,Commercial Transportation,114562,2001,9,September,3,Southwest
2001-09-01,Otay Mesa,California,2506,Mexico,Personal Transportation,940945,2001,9,September,3,Southwest
2001-09-01,Otay Mesa,California,2506,Mexico,Public Transportation,37584,2001,9,September,3,Southwest
2001-09-01,Otay Mesa,California,2506,Mexico,Rail Transportation,335,2001,9,September,3,Southwest
2001-09-01,Pembina,North Dakota,3401,Canada,Commercial Transportation,35444,2001,9,September,3,Northern Plains
2001-09-01,Pembina,North Dakota,3401,Canada,Personal Transportation,68403,2001,9,September,3,Northern Plains
2001-09-01,Pembina,North Dakota,3401,Canada,Public Transportation,6069,2001,9,September,3,Northern Plains
2001-09-01,Piegan,Montana,3316,Canada,Commercial Transportation,383,2001,9,September,3,Northern Plains
2001-09-01,Piegan,Montana,3316,Canada,Personal Transportation,72400,2001,9,September,3,Northern Plains
2001-09-01,Piegan,Montana,3316,Canada,Public Transportation,1343,2001,9,September,3,Northern Plains
2001-09-01,Pinecreek,Minnesota,3425,Canada,Commercial Transportation,187,2001,9,September,3,Great Lakes
2001-09-01,Pinecreek,Minnesota,3425,Canada,Personal Transportation,2117,2001,9,September,3,Great Lakes
2001-09-01,Point Roberts,Washington,3017,Canada,Commercial Transportation,918,2001,9,September,3,Pacific Northwest
2001-09-01,Point Roberts,Washington,3017,Canada,Personal Transportation,165090,2001,9,September,3,Pacific Northwest
2001-09-01,Point Roberts,Washington,3017,Canada,Public Transportation,2037,2001,9,September,3,Pacific Northwest
2001-09-01,Port Huron,Michigan,3802,Canada,Commercial Transportation,130183,2001,9,September,3,Great Lakes
2001-09-01,Port Huron,Michigan,3802,Canada,Personal Transportation,501557,2001,9,September,3,Great Lakes
2001-09-01,Port Huron,Michigan,3802,Canada,Public Transportation,11618,2001,9,September,3,Great Lakes
2001-09-01,Port Huron,Michigan,3802,Canada,Rail Transportation,41328,2001,9,September,3,Great Lakes
2001-09-01,Portal,North Dakota,3403,Canada,Commercial Transportation,11668,2001,9,September,3,Northern Plains
2001-09-01,Portal,North Dakota,3403,Canada,Personal Transportation,28972,2001,9,September,3,Northern Plains
2001-09-01,Portal,North Dakota,3403,Canada,Public Transportation,414,2001,9,September,3,Northern Plains
2001-09-01,Portal,North Dakota,3403,Canada,Rail Transportation,14983,2001,9,September,3,Northern Plains
2001-09-01,Porthill,Idaho,3308,Canada,Commercial Transportation,1302,2001,9,September,3,Pacific Northwest
2001-09-01,Porthill,Idaho,3308,Canada,Personal Transportation,32418,2001,9,September,3,Pacific Northwest
2001-09-01,Porthill,Idaho,3308,Canada,Public Transportation,456,2001,9,September,3,Pacific Northwest
2001-09-01,Portland,Maine,101,Canada,Commercial Transportation,21,2001,9,September,3,Northeast
2001-09-01,Portland,Maine,101,Canada,Personal Transportation,14388,2001,9,September,3,Northeast
2001-09-01,Portland,Maine,101,Canada,Public Transportation,1370,2001,9,September,3,Northeast
2001-09-01,Presidio,Texas,2403,Mexico,Commercial Transportation,789,2001,9,September,3,South
2001-09-01,Presidio,Texas,2403,Mexico,Personal Transportation,198449,2001,9,September,3,South
2001-09-01,Presidio,Texas,2403,Mexico,Public Transportation,209,2001,9,September,3,South
2001-09-01,Progreso,Texas,2309,Mexico,Commercial Transportation,4067,2001,9,September,3,South
2001-09-01,Progreso,Texas,2309,Mexico,Personal Transportation,317130,2001,9,September,3,South
2001-09-01,Progreso,Texas,2309,Mexico,Public Transportation,960,2001,9,September,3,South
2001-09-01,Raymond,Montana,3301,Canada,Commercial Transportation,2964,2001,9,September,3,Northern Plains
2001-09-01,Raymond,Montana,3301,Canada,Personal Transportation,7665,2001,9,September,3,Northern Plains
2001-09-01,Raymond,Montana,3301,Canada,Public Transportation,171,2001,9,September,3,Northern Plains
2001-09-01,Richford,Vermont,203,Canada,Commercial Transportation,2133,2001,9,September,3,Northeast
2001-09-01,Richford,Vermont,203,Canada,Personal Transportation,34848,2001,9,September,3,Northeast
2001-09-01,Richford,Vermont,203,Canada,Public Transportation,386,2001,9,September,3,Northeast
2001-09-01,Richford,Vermont,203,Canada,Rail Transportation,211,2001,9,September,3,Northeast
2001-09-01,Rio Grande City,Texas,2307,Mexico,Commercial Transportation,3552,2001,9,September,3,South
2001-09-01,Rio Grande City,Texas,2307,Mexico,Personal Transportation,232147,2001,9,September,3,South
2001-09-01,Roma,Texas,2310,Mexico,Commercial Transportation,2049,2001,9,September,3,South
2001-09-01,Roma,Texas,2310,Mexico,Personal Transportation,375709,2001,9,September,3,South
2001-09-01,Roma,Texas,2310,Mexico,Public Transportation,4940,2001,9,September,3,South
2001-09-01,Roosville,Montana,3318,Canada,Commercial Transportation,3575,2001,9,September,3,Northern Plains
2001-09-01,Roosville,Montana,3318,Canada,Personal Transportation,34797,2001,9,September,3,Northern Plains
2001-09-01,Roosville,Montana,3318,Canada,Public Transportation,590,2001,9,September,3,Northern Plains
2001-09-01,Roseau,Minnesota,3426,Canada,Commercial Transportation,2064,2001,9,September,3,Great Lakes
2001-09-01,Roseau,Minnesota,3426,Canada,Personal Transportation,10952,2001,9,September,3,Great Lakes
2001-09-01,Roseau,Minnesota,3426,Canada,Public Transportation,46,2001,9,September,3,Great Lakes
2001-09-01,San Luis,Arizona,2608,Mexico,Commercial Transportation,4493,2001,9,September,3,Southwest
2001-09-01,San Luis,Arizona,2608,Mexico,Personal Transportation,863774,2001,9,September,3,Southwest
2001-09-01,San Luis,Arizona,2608,Mexico,Public Transportation,173,2001,9,September,3,Southwest
2001-09-01,San Ysidro,California,2504,Mexico,Personal Transportation,4117678,2001,9,September,3,Southwest
2001-09-01,San Ysidro,California,2504,Mexico,Public Transportation,70660,2001,9,September,3,Southwest
2001-09-01,Santa Teresa,New Mexico,2408,Mexico,Commercial Transportation,5247,2001,9,September,3,Southwest
2001-09-01,Santa Teresa,New Mexico,2408,Mexico,Personal Transportation,69266,2001,9,September,3,Southwest
2001-09-01,Santa Teresa,New Mexico,2408,Mexico,Public Transportation,73,2001,9,September,3,Southwest
2001-09-01,Sarles,North Dakota,3409,Canada,Commercial Transportation,264,2001,9,September,3,Northern Plains
2001-09-01,Sarles,North Dakota,3409,Canada,Personal Transportation,2117,2001,9,September,3,Northern Plains
2001-09-01,Sarles,North Dakota,3409,Canada,Public Transportation,20,2001,9,September,3,Northern Plains
2001-09-01,Sasabe,Arizona,2606,Mexico,Commercial Transportation,275,2001,9,September,3,Southwest
2001-09-01,Sasabe,Arizona,2606,Mexico,Personal Transportation,11567,2001,9,September,3,Southwest
2001-09-01,Sault Sainte Marie,Michigan,3803,Canada,Commercial Transportation,11544,2001,9,September,3,Great Lakes
2001-09-01,Sault Sainte Marie,Michigan,3803,Canada,Personal Transportation,261177,2001,9,September,3,Great Lakes
2001-09-01,Sault Sainte Marie,Michigan,3803,Canada,Public Transportation,10791,2001,9,September,3,Great Lakes
2001-09-01,Sault Sainte Marie,Michigan,3803,Canada,Rail Transportation,3908,2001,9,September,3,Great Lakes
2001-09-01,Scobey,Montana,3309,Canada,Commercial Transportation,276,2001,9,September,3,Northern Plains
2001-09-01,Scobey,Montana,3309,Canada,Personal Transportation,1985,2001,9,September,3,Northern Plains
2001-09-01,Scobey,Montana,3309,Canada,Public Transportation,26,2001,9,September,3,Northern Plains
2001-09-01,Sherwood,North Dakota,3414,Canada,Commercial Transportation,680,2001,9,September,3,Northern Plains
2001-09-01,Sherwood,North Dakota,3414,Canada,Personal Transportation,2454,2001,9,September,3,Northern Plains
2001-09-01,Skagway,Alaska,3103,Canada,Commercial Transportation,352,2001,9,September,3,Alaska
2001-09-01,Skagway,Alaska,3103,Canada,Personal Transportation,12145,2001,9,September,3,Alaska
2001-09-01,Skagway,Alaska,3103,Canada,Public Transportation,18095,2001,9,September,3,Alaska
2001-09-01,Skagway,Alaska,3103,Canada,Rail Transportation,3700,2001,9,September,3,Alaska
2001-09-01,St John,North Dakota,3405,Canada,Commercial Transportation,344,2001,9,September,3,Northern Plains
2001-09-01,St John,North Dakota,3405,Canada,Personal Transportation,9140,2001,9,September,3,Northern Plains
2001-09-01,St John,North Dakota,3405,Canada,Public Transportation,57,2001,9,September,3,Northern Plains
2001-09-01,Sumas,Washington,3009,Canada,Commercial Transportation,24746,2001,9,September,3,Pacific Northwest
2001-09-01,Sumas,Washington,3009,Canada,Personal Transportation,222657,2001,9,September,3,Pacific Northwest
2001-09-01,Sumas,Washington,3009,Canada,Public Transportation,5531,2001,9,September,3,Pacific Northwest
2001-09-01,Sumas,Washington,3009,Canada,Rail Transportation,572,2001,9,September,3,Pacific Northwest
2001-09-01,Sweetgrass,Montana,3310,Canada,Commercial Transportation,24185,2001,9,September,3,Northern Plains
2001-09-01,Sweetgrass,Montana,3310,Canada,Personal Transportation,67792,2001,9,September,3,Northern Plains
2001-09-01,Sweetgrass,Montana,3310,Canada,Public Transportation,1510,2001,9,September,3,Northern Plains
2001-09-01,Sweetgrass,Montana,3310,Canada,Rail Transportation,2287,2001,9,September,3,Northern Plains
2001-09-01,Tecate,California,2505,Mexico,Commercial Transportation,8077,2001,9,September,3,Southwest
2001-09-01,Tecate,California,2505,Mexico,Personal Transportation,263848,2001,9,September,3,Southwest
2001-09-01,Tecate,California,2505,Mexico,Public Transportation,420,2001,9,September,3,Southwest
2001-09-01,Tecate,California,2505,Mexico,Rail Transportation,552,2001,9,September,3,Southwest
2001-09-01,Tornillo,Texas,2404,Mexico,Commercial Transportation,11,2001,9,September,3,South
2001-09-01,Tornillo,Texas,2404,Mexico,Personal Transportation,227071,2001,9,September,3,South
2001-09-01,Trout River,New York,715,Canada,Commercial Transportation,4308,2001,9,September,3,Northeast
2001-09-01,Trout River,New York,715,Canada,Personal Transportation,49605,2001,9,September,3,Northeast
2001-09-01,Trout River,New York,715,Canada,Public Transportation,454,2001,9,September,3,Northeast
2001-09-01,Trout River,New York,715,Canada,Rail Transportation,2560,2001,9,September,3,Northeast
2001-09-01,Turner,Montana,3306,Canada,Commercial Transportation,92,2001,9,September,3,Northern Plains
2001-09-01,Turner,Montana,3306,Canada,Personal Transportation,1162,2001,9,September,3,Northern Plains
2001-09-01,Van Buren,Maine,108,Canada,Commercial Transportation,3368,2001,9,September,3,Northeast
2001-09-01,Van Buren,Maine,108,Canada,Personal Transportation,61124,2001,9,September,3,Northeast
2001-09-01,Van Buren,Maine,108,Canada,Public Transportation,20,2001,9,September,3,Northeast
2001-09-01,Van Buren,Maine,108,Canada,Rail Transportation,518,2001,9,September,3,Northeast
2001-09-01,Vanceboro,Maine,105,Canada,Commercial Transportation,873,2001,9,September,3,Northeast
2001-09-01,Vanceboro,Maine,105,Canada,Personal Transportation,25696,2001,9,September,3,Northeast
2001-09-01,Vanceboro,Maine,105,Canada,Public Transportation,18,2001,9,September,3,Northeast
2001-09-01,Vanceboro,Maine,105,Canada,Rail Transportation,2055,2001,9,September,3,Northeast
2001-09-01,Walhalla,North Dakota,3407,Canada,Commercial Transportation,2303,2001,9,September,3,Northern Plains
2001-09-01,Walhalla,North Dakota,3407,Canada,Personal Transportation,6475,2001,9,September,3,Northern Plains
2001-09-01,Warroad,Minnesota,3423,Canada,Commercial Transportation,2711,2001,9,September,3,Great Lakes
2001-09-01,Warroad,Minnesota,3423,Canada,Personal Transportation,40124,2001,9,September,3,Great Lakes
2001-09-01,Warroad,Minnesota,3423,Canada,Public Transportation,3903,2001,9,September,3,Great Lakes
2001-09-01,Warroad,Minnesota,3423,Canada,Rail Transportation,588,2001,9,September,3,Great Lakes
2001-09-01,Westhope,North Dakota,3419,Canada,Commercial Transportation,966,2001,9,September,3,Northern Plains
2001-09-01,Westhope,North Dakota,3419,Canada,Personal Transportation,4010,2001,9,September,3,Northern Plains
2001-09-01,Whitetail,Montana,3312,Canada,Commercial Transportation,18,2001,9,September,3,Northern Plains
2001-09-01,Whitetail,Montana,3312,Canada,Personal Transportation,1158,2001,9,September,3,Northern Plains
2001-09-01,Whitlash,Montana,3321,Canada,Commercial Transportation,59,2001,9,September,3,Northern Plains
2001-09-01,Whitlash,Montana,3321,Canada,Personal Transportation,287,2001,9,September,3,Northern Plains
2001-10-01,Alcan,Alaska,3104,Canada,Commercial Transportation,911,2001,10,October,4,Alaska
2001-10-01,Alcan,Alaska,3104,Canada,Personal Transportation,6287,2001,10,October,4,Alaska
2001-10-01,Alcan,Alaska,3104,Canada,Public Transportation,55,2001,10,October,4,Alaska
2001-10-01,Alexandria Bay,New York,708,Canada,Commercial Transportation,49464,2001,10,October,4,Northeast
2001-10-01,Alexandria Bay,New York,708,Canada,Personal Transportation,175713,2001,10,October,4,Northeast
2001-10-01,Alexandria Bay,New York,708,Canada,Public Transportation,4358,2001,10,October,4,Northeast
2001-10-01,Ambrose,North Dakota,3410,Canada,Commercial Transportation,38,2001,10,October,4,Northern Plains
2001-10-01,Ambrose,North Dakota,3410,Canada,Personal Transportation,506,2001,10,October,4,Northern Plains
2001-10-01,Andrade,California,2502,Mexico,Commercial Transportation,310,2001,10,October,4,Southwest
2001-10-01,Andrade,California,2502,Mexico,Personal Transportation,237163,2001,10,October,4,Southwest
2001-10-01,Antler,North Dakota,3413,Canada,Commercial Transportation,261,2001,10,October,4,Northern Plains
2001-10-01,Antler,North Dakota,3413,Canada,Personal Transportation,2778,2001,10,October,4,Northern Plains
2001-10-01,Baudette,Minnesota,3424,Canada,Commercial Transportation,1095,2001,10,October,4,Great Lakes
2001-10-01,Baudette,Minnesota,3424,Canada,Personal Transportation,53200,2001,10,October,4,Great Lakes
2001-10-01,Baudette,Minnesota,3424,Canada,Public Transportation,567,2001,10,October,4,Great Lakes
2001-10-01,Baudette,Minnesota,3424,Canada,Rail Transportation,666,2001,10,October,4,Great Lakes
2001-10-01,Beecher Falls,Vermont,206,Canada,Commercial Transportation,1788,2001,10,October,4,Northeast
2001-10-01,Beecher Falls,Vermont,206,Canada,Personal Transportation,22264,2001,10,October,4,Northeast
2001-10-01,Beecher Falls,Vermont,206,Canada,Public Transportation,91,2001,10,October,4,Northeast
2001-10-01,Blaine,Washington,3004,Canada,Commercial Transportation,84437,2001,10,October,4,Pacific Northwest
2001-10-01,Blaine,Washington,3004,Canada,Personal Transportation,475856,2001,10,October,4,Pacific Northwest
2001-10-01,Blaine,Washington,3004,Canada,Public Transportation,21583,2001,10,October,4,Pacific Northwest
2001-10-01,Blaine,Washington,3004,Canada,Rail Transportation,9892,2001,10,October,4,Pacific Northwest
2001-10-01,Boundary,Washington,3015,Canada,Commercial Transportation,71,2001,10,October,4,Pacific Northwest
2001-10-01,Boundary,Washington,3015,Canada,Personal Transportation,8437,2001,10,October,4,Pacific Northwest
2001-10-01,Boundary,Washington,3015,Canada,Public Transportation,23,2001,10,October,4,Pacific Northwest
2001-10-01,Bridgewater,Maine,127,Canada,Commercial Transportation,782,2001,10,October,4,Northeast
2001-10-01,Bridgewater,Maine,127,Canada,Personal Transportation,16018,2001,10,October,4,Northeast
2001-10-01,Bridgewater,Maine,127,Canada,Public Transportation,40,2001,10,October,4,Northeast
2001-10-01,Brownsville,Texas,2301,Mexico,Commercial Transportation,45169,2001,10,October,4,South
2001-10-01,Brownsville,Texas,2301,Mexico,Personal Transportation,1930301,2001,10,October,4,South
2001-10-01,Brownsville,Texas,2301,Mexico,Public Transportation,4636,2001,10,October,4,South
2001-10-01,Brownsville,Texas,2301,Mexico,Rail Transportation,9747,2001,10,October,4,South
2001-10-01,Buffalo Niagara Falls,New York,901,Canada,Commercial Transportation,198265,2001,10,October,4,Northeast
2001-10-01,Buffalo Niagara Falls,New York,901,Canada,Personal Transportation,1576882,2001,10,October,4,Northeast
2001-10-01,Buffalo Niagara Falls,New York,901,Canada,Public Transportation,119753,2001,10,October,4,Northeast
2001-10-01,Buffalo Niagara Falls,New York,901,Canada,Rail Transportation,15215,2001,10,October,4,Northeast
2001-10-01,Calais,Maine,115,Canada,Commercial Transportation,25896,2001,10,October,4,Northeast
2001-10-01,Calais,Maine,115,Canada,Personal Transportation,148868,2001,10,October,4,Northeast
2001-10-01,Calais,Maine,115,Canada,Public Transportation,4265,2001,10,October,4,Northeast
2001-10-01,Calais,Maine,115,Canada,Rail Transportation,136,2001,10,October,4,Northeast
2001-10-01,Calexico,California,2503,Mexico,Personal Transportation,1787580,2001,10,October,4,Southwest
2001-10-01,Calexico,California,2503,Mexico,Public Transportation,816,2001,10,October,4,Southwest
2001-10-01,Calexico East,California,2507,Mexico,Commercial Transportation,45838,2001,10,October,4,Southwest
2001-10-01,Calexico East,California,2507,Mexico,Personal Transportation,710328,2001,10,October,4,Southwest
2001-10-01,Calexico East,California,2507,Mexico,Public Transportation,288,2001,10,October,4,Southwest
2001-10-01,Calexico East,California,2507,Mexico,Rail Transportation,715,2001,10,October,4,Southwest
2001-10-01,Carbury,North Dakota,3421,Canada,Commercial Transportation,251,2001,10,October,4,Northern Plains
2001-10-01,Carbury,North Dakota,3421,Canada,Personal Transportation,2451,2001,10,October,4,Northern Plains
2001-10-01,Champlain Rouses Point,New York,712,Canada,Commercial Transportation,68320,2001,10,October,4,Northeast
2001-10-01,Champlain Rouses Point,New York,712,Canada,Personal Transportation,306928,2001,10,October,4,Northeast
2001-10-01,Champlain Rouses Point,New York,712,Canada,Public Transportation,17883,2001,10,October,4,Northeast
2001-10-01,Champlain Rouses Point,New York,712,Canada,Rail Transportation,9316,2001,10,October,4,Northeast
2001-10-01,Columbus,New Mexico,2406,Mexico,Commercial Transportation,1324,2001,10,October,4,Southwest
2001-10-01,Columbus,New Mexico,2406,Mexico,Personal Transportation,113362,2001,10,October,4,Southwest
2001-10-01,Columbus,New Mexico,2406,Mexico,Public Transportation,404,2001,10,October,4,Southwest
2001-10-01,Dalton Cache,Alaska,3106,Canada,Commercial Transportation,130,2001,10,October,4,Alaska
2001-10-01,Dalton Cache,Alaska,3106,Canada,Personal Transportation,3921,2001,10,October,4,Alaska
2001-10-01,Dalton Cache,Alaska,3106,Canada,Public Transportation,60,2001,10,October,4,Alaska
2001-10-01,Danville,Washington,3012,Canada,Commercial Transportation,293,2001,10,October,4,Pacific Northwest
2001-10-01,Danville,Washington,3012,Canada,Personal Transportation,12261,2001,10,October,4,Pacific Northwest
2001-10-01,Danville,Washington,3012,Canada,Rail Transportation,388,2001,10,October,4,Pacific Northwest
2001-10-01,Del Bonita,Montana,3322,Canada,Commercial Transportation,192,2001,10,October,4,Northern Plains
2001-10-01,Del Bonita,Montana,3322,Canada,Personal Transportation,4153,2001,10,October,4,Northern Plains
2001-10-01,Del Bonita,Montana,3322,Canada,Public Transportation,60,2001,10,October,4,Northern Plains
2001-10-01,Del Rio,Texas,2302,Mexico,Commercial Transportation,10909,2001,10,October,4,South
